size of corpus: 1004

filename	report	source:
H05-1056	 	*
P96-1008	 	*
W04-3204	 	*
W07-0813	 	*
W04-3205	 	*
W04-3206	 	*
P11-2101	*	
W04-3202	 	*
P11-2100	*	
P04-1066	 	*
C96-2147	 	*
P04-1067	 	*
C96-2141	 	*
H05-1066	 	*
W97-0119	 	*
P04-1061	 	*
M95-1005	 	*
H05-1061	 	*
P04-1065	 	*
P07-1056	 	*
W97-0301	 	*
P07-1057	 	*
W97-0302	 	*
P06-1052	 	*
P05-1005	 	*
P07-1055	 	*
P05-1006	 	*
P07-1052	 	*
P06-1054	 	*
P05-1001	 	*
P06-1055	 	*
P06-1057	 	*
H05-1047	 	*
C10-1150	 	*
P07-1058	 	*
P07-1059	 	*
P99-1079	 	*
H05-1053	 	*
W03-1006	 	*
W03-1004	*	*
P99-1071	 	*
W03-1005	*	
W03-1002	*	
W03-1001	*	
C00-1031	 	*
D11-1074	 	*
J02-3001	 	*
P05-1017	 	*
P07-1045	 	*
P05-1018	 	*
P06-1067	 	*
P05-1012	 	*
P05-1013	 	*
D11-1071	 	*
P05-1014	 	*
D11-1072	 	*
W07-2103	 	*
P05-1010	 	*
D11-1078	 	*
W07-2109	 	*
C00-1044	 	*
P99-1067	 	*
P99-1069	 	*
H05-1044	 	*
H05-1043	 	*
P10-1015	 	*
W07-2101	 	*
P99-1061	 	*
W97-0306	 	*
W04-0864	 	*
N09-3013	 	*
P07-1073	 	*
P06-1077	 	*
W03-1608	 	*
P06-1072	 	*
P07-1079	 	*
C02-1012	 	*
J98-4003	 	*
J98-4002	*	
J98-4001	*	
P99-1048	 	*
J98-4004	 	*
J88-3006	 	*
C00-1011	 	*
P04-1014	 	*
W03-1023	*	
P04-1018	 	*
W03-1026	*	
P04-1017	 	*
N10-1056	 	*
W03-1024	*	
P09-1083	 	*
W03-1025	*	
D11-1091	 	*
P06-1088	 	*
W03-1210	 	*
P06-1086	 	*
P06-1085	 	*
P06-1084	 	*
P07-1067	 	*
P07-1068	 	*
P10-1040	 	*
P10-1044	 	*
P10-1043	 	*
W03-1017	 	*
H05-1022	 	*
P99-1041	 	*
P04-1021	 	*
P04-1020	 	*
W03-1011	 	*
W03-1013	*	
W03-1014	*	*
W03-1015	*	
I05-1007	 	*
D09-1014	 	*
P89-1018	 	*
D07-1031	 	*
W02-1007	 	*
P06-1028	 	*
W02-1008	 	*
D07-1024	 	*
W02-1006	 	*
D07-1023	 	*
W02-1001	 	*
P83-1007	 	*
P86-1032	 	*
D09-1025	 	*
P86-1031	 	*
P98-2127	 	*
H05-1010	 	*
D07-1020	 	*
D07-1013	 	*
D07-1012	 	*
W02-1018	 	*
P06-1015	 	*
P08-1003	*	*
P08-1002	*	
P08-1004	*	
P86-1029	 	*
P08-1007	*	
P08-1006	*	
A97-1056	 	*
W02-1011	 	*
P06-1010	 	*
W02-1012	 	*
P08-1009	*	
C96-2215	 	*
P89-1031	 	*
D09-1030	 	*
J94-1004	 	*
A97-1029	 	*
J04-1003	 	*
J04-1002	 	*
P08-1012	*	
P06-1048	 	*
P08-1011	*	
P08-1010	*	
W02-1027	 	*
P00-1071	 	*
W07-2081	 	*
W02-1028	 	*
D09-1041	 	*
W07-2084	 	*
P06-1040	 	*
W07-2085	 	*
C10-1145	 	*
D07-1007	 	*
D07-1009	 	*
P08-1023	*	
P08-1022	*	
W06-2007	*	
P06-1038	 	*
P08-1025	*	
P08-1024	*	
W07-2093	 	*
W02-1039	 	*
P08-1021	 	*
W06-2005	*	
W02-1036	 	*
W02-1030	 	*
P08-1027	*	
P08-1026	*	
P08-1029	*	
P06-1031	 	*
P06-1032	 	*
P03-1008	 	*
W99-0613	 	*
W99-0612	 	*
D09-1058	 	*
W02-1040	 	*
A97-1004	 	*
D09-1060	 	*
P00-1056	 	*
P00-1058	*	*
D09-1064	 	*
P00-1052	*	
D09-1063	 	*
P00-1051	*	
P09-1113	 	*
P06-3014	*	
P09-1116	 	*
P03-1012	 	*
W99-0604	 	*
A97-1011	 	*
J90-2002	 	*
P98-2177	 	*
P00-1065	*	
P00-1064	 	*
P00-1061	*	
P10-1098	 	*
W99-0210	 	*
P03-1004	 	*
P03-1003	 	*
C00-2094	 	*
W07-2048	*	
P00-1027	 	*
W07-2049	 	*
C96-1021	 	*
D09-1086	 	*
D09-1087	 	*
N09-1009	 	*
P98-2143	 	*
W07-2044	*	
N09-1005	 	*
P00-1035	 	*
P06-1002	 	*
P06-1005	 	*
P06-1004	 	*
N09-1001	 	*
W06-2920	 	*
P06-1009	 	*
N07-2045	 	*
P03-1019	 	*
C96-1012	 	*
W06-2909	 	*
P11-2128	*	
P11-2127	*	
P11-2126	*	
D11-1140	 	*
D09-1098	 	*
D09-1095	 	*
W07-2057	*	
W09-2111	*	
W07-2054	*	
W09-2112	*	
W00-0508	 	*
P06-3009	 	*
P03-1021	 	*
P08-1076	*	*
P08-1078	*	*
A92-1021	 	*
P08-1077	*	
P08-1079	*	
P06-2103	 	*
W03-0430	 	*
W05-0831	*	
D12-1006	*	
D12-1003	*	
D12-1001	*	
A94-1009	 	*
D12-1002	*	
W11-1206	 	*
W11-1205	 	*
W11-1204	 	*
W05-0706	 	*
W11-1203	 	*
P08-1070	*	
P08-1087	*	
W03-0425	 	*
P08-1085	*	*
P88-1012	 	*
P08-1084	*	
W05-0818	 	*
W05-0819	 	*
P08-1089	*	
P08-1088	*	*
W07-2033	 	*
N06-2033	 	*
P08-2011	*	
W02-0817	 	*
P08-2015	*	
W07-2031	 	*
P08-2012	*	
D12-1016	*	
D12-1017	*	
D12-1018	*	
D12-1013	*	
D12-1015	*	
W07-2039	 	*
W05-0712	 	*
D12-1010	*	
D12-1011	*	
P08-1082	*	
P11-1133	 	*
P08-1083	*	*
P08-1081	*	
W05-0809	*	
W05-0807	*	
W05-0808	 	*
P08-1096	*	
P11-1138	 	*
P08-1098	*	
P08-1097	*	
W99-0629	 	*
N03-1013	 	*
P08-2023	*	
P98-2184	 	*
W07-2002	*	
J02-1002	 	*
H05-2018	 	*
W07-0403	 	*
W07-2005	 	*
W07-2003	*	*
W07-2009	 	*
W07-2007	*	
P08-1091	*	
W05-0813	 	*
W05-0812	*	*
N03-1006	 	*
W05-0811	 	*
W05-0810	 	*
W05-0817	 	*
W05-0816	*	
W05-0815	 	*
W99-0632	 	*
W05-0814	 	*
P08-1090	*	*
C10-2168	 	*
N06-2015	 	*
N06-2013	 	*
N03-1003	 	*
P08-2035	 	*
J01-2001	 	*
J01-2002	 	*
W96-0104	 	*
W07-2016	 	*
W07-2017	 	*
W99-0625	 	*
C10-2176	 	*
W99-0623	 	*
W05-0801	 	*
P11-1156	 	*
E06-1042	 	*
P08-1035	 	*
P08-1036	 	*
J98-1006	 	*
J98-1004	 	*
E06-1038	 	*
C92-2082	 	*
E06-1032	 	*
E06-1052	 	*
E06-1051	 	*
J99-3001	 	*
I05-1062	 	*
A94-1030	 	*
P08-1043	 	*
X98-1031	 	*
J04-1001	 	*
I05-3025	 	*
C02-1166	 	*
P08-1045	 	*
E06-1048	 	*
J97-4005	 	*
P08-2065	 	*
W03-0419	 	*
W03-0414	 	*
J08-4005	 	*
J08-4003	 	*
E06-1011	 	*
E06-1015	 	*
C92-2066	 	*
C92-2065	 	*
C02-2025	 	*
P08-1068	 	*
W03-0405	 	*
P08-1066	 	*
P08-1067	 	*
C04-1200	 	*
C02-2020	 	*
W03-0404	 	*
E06-1021	 	*
C92-2070	 	*
E06-1027	 	*
E91-1044	 	*
J93-4004	 	*
D10-1004	 	*
N04-1038	 	*
H91-1061	 	*
N04-1035	 	*
W98-1106	 	*
N04-1032	 	*
J86-3001	 	*
P11-1070	 	*
P06-2094	 	*
J01-1002	 	*
W05-1507	 	*
W05-1506	 	*
P11-1078	 	*
C08-1094	 	*
N04-1041	 	*
C08-1092	 	*
W98-1115	 	*
W98-1119	 	*
C92-2101	 	*
P11-1061	 	*
P06-2086	 	*
P06-2089	 	*
D10-1022	 	*
N04-1015	 	*
N04-1013	 	*
N04-1014	 	*
P11-1055	 	*
J03-4003	 	*
P93-1002	 	*
P93-1001	 	*
D08-1084	 	*
N04-2006	 	*
P06-2075	 	*
J01-4004	 	*
N04-1021	 	*
N04-1022	 	*
D10-1037	 	*
W05-1510	 	*
P11-1045	 	*
H94-1048	 	*
W06-3601	 	*
P94-1020	 	*
N03-2017	 	*
H94-1046	 	*
P10-2042	 	*
P85-1008	 	*
P94-1019	 	*
P94-1012	 	*
N03-2024	 	*
N03-2021	 	*
W04-1221	 	*
W06-0503	 	*
P94-1002	 	*
W06-0507	 	*
J03-1002	 	*
J03-1004	 	*
J03-1005	 	*
S10-1008	 	*
P09-3001	 	*
E06-1007	 	*
P06-2034	 	*
W10-0731	 	*
P11-1095	 	*
E06-1002	 	*
N03-2002	 	*
P94-1034	 	*
E06-1006	 	*
J02-4006	 	*
P04-3022	 	*
W09-0621	 	*
P98-1091	 	*
P06-2021	 	*
E06-3009	 	*
D07-1077	 	*
D07-1076	 	*
P03-1069	 	*
W10-1405	 	*
W06-3105	 	*
W06-3102	 	*
D08-1017	 	*
P98-1080	 	*
D07-1080	 	*
P98-1081	 	*
P95-1050	 	*
D07-1082	 	*
D08-1016	 	*
P98-1082	 	*
D07-1083	 	*
W00-1326	 	*
A00-2031	 	*
P92-1017	 	*
W00-1320	 	*
C96-1058	 	*
P03-1071	 	*
J93-2006	 	*
J93-2003	 	*
J93-2004	 	*
P98-1069	 	*
J93-2002	 	*
W07-0103	 	*
P95-1033	 	*
P95-1037	 	*
J91-1003	 	*
W10-1409	 	*
A00-2024	 	*
J91-1002	 	*
D07-1091	 	*
D07-1096	 	*
W97-0810	 	*
D07-1097	 	*
J01-3001	 	*
A00-2021	 	*
J01-3003	 	*
E93-1006	 	*
I05-5011	 	*
D10-1099	 	*
P03-1041	 	*
C10-3009	 	*
N10-1120	 	*
P85-1025	 	*
P03-1047	 	*
A00-2018	 	*
N10-1119	 	*
C10-1032	 	*
I05-5002	 	*
W02-2018	 	*
P98-1064	 	*
H94-1028	 	*
P98-1067	 	*
P98-1068	 	*
J97-1005	 	*
P03-1050	 	*
C90-3063	 	*
P03-1058	 	*
P03-1054	 	*
W00-1309	 	*
P03-1055	 	*
W02-2024	 	*
C10-1045	 	*
W07-2217	 	*
C02-1139	 	*
E93-1054	 	*
W06-3814	 	*
P06-4001	 	*
J99-1003	 	*
W09-3803	 	*
D08-1059	 	*
P09-2012	 	*
J98-2001	 	*
P93-1012	 	*
D07-1046	 	*
P93-1016	 	*
W07-2202	 	*
J98-2002	 	*
P90-1034	 	*
P98-1029	 	*
C02-1144	 	*
C02-1145	 	*
P98-1035	 	*
P98-1032	 	*
W02-2006	 	*
D07-1051	 	*
W02-2001	 	*
J04-4004	 	*
W09-1119	 	*
P95-1026	 	*
J04-4002	 	*
J97-3003	 	*
J97-3002	 	*
W09-1117	 	*
D07-1057	 	*
W00-0726	 	*
W95-0114	 	*
P90-1002	 	*
C08-2004	 	*
D10-1069	 	*
P92-1032	 	*
C10-1070	 	*
P95-1017	 	*
C02-1126	 	*
W95-0101	 	*
W95-0103	 	*
C10-1089	 	*
C10-1087	 	*
P98-1013	 	*
P93-1041	 	*
D07-1075	 	*
D07-1074	 	*
P95-1021	 	*
P92-1025	 	*
C94-2169	 	*
J93-1003	 	*
J94-4003	 	*
J94-4002	 	*
C04-1090	 	*
J93-1006	 	*
P07-2045	 	*
P07-2044	 	*
J93-1005	 	*
I08-1059	 	*
P10-1139	 	*
J99-2004	 	*
P06-1121	 	*
P98-1102	 	*
D11-1051	 	*
N07-1071	 	*
J95-3004	 	*
C04-1089	 	*
N10-1091	 	*
C04-1080	 	*
P06-1114	 	*
C00-2108	 	*
I08-1040	 	*
P08-1108	 	*
P08-1109	 	*
P06-1111	 	*
P10-1124	 	*
W00-0712	 	*
P10-1131	 	*
N07-1063	 	*
D07-1119	 	*
N07-1061	 	*
P98-1117	 	*
W00-0708	 	*
C94-2174	 	*
D07-1116	 	*
D07-1115	 	*
C02-1051	 	*
D07-1114	 	*
C04-1079	 	*
P01-1067	 	*
D07-1112	 	*
C02-1053	 	*
C94-2178	 	*
C04-1073	 	*
D07-1111	 	*
C02-1054	 	*
P06-1107	 	*
P06-1102	 	*
P06-1101	 	*
P06-1104	 	*
P06-1103	 	*
P07-2027	 	*
P91-1034	 	*
N10-1072	 	*
C00-2136	 	*
C04-1067	 	*
W01-0501	 	*
P11-2084	 	*
H93-1017	 	*
P10-1146	 	*
I08-1065	 	*
C04-1051	 	*
C00-2128	 	*
C94-2195	 	*
C00-2124	 	*
P11-2071	 	*
W01-0511	 	*
W99-0501	 	*
E95-1016	 	*
W05-0605	 	*
W99-0706	 	*
W05-0406	 	*
C96-2104	 	*
W07-1401	 	*
C10-1011	 	*
W09-1210	 	*
W99-0309	 	*
W05-0619	 	*
H05-1101	 	*
H05-1107	 	*
W05-0612	 	*
N01-1011	 	*
C04-1033	 	*
N01-1006	 	*
C04-1032	 	*
C04-1030	 	*
C94-1079	 	*
P98-2228	 	*
C10-1003	 	*
P08-1113	 	*
P06-1146	 	*
N01-1020	 	*
N04-4038	 	*
D07-1101	 	*
D07-1103	 	*
H92-1089	 	*
J04-2004	 	*
H93-1061	 	*
P06-1130	 	*
W05-0630	 	*
W99-0109	 	*
N04-4026	 	*
W05-0635	 	*
N04-4027	 	*
N04-4028	 	*
P06-1134	 	*
D11-1005	 	*
N01-1025	 	*
D11-1006	 	*
N01-1026	 	*
E95-1020	 	*
P11-2033	 	*
P10-3017	 	*
C02-1078	 	*
H93-1051	 	*
P11-2037	 	*
W09-3501	 	*
C96-2137	 	*
C94-1049	 	*
C04-1006	 	*
P06-2006	 	*
C04-1111	 	*
N12-1052	 	*
N06-1012	 	*
N06-1014	 	*
P05-3003	 	*
P87-1022	 	*
P94-1050	 	*
N06-1010	 	*
W07-0734	 	*
P07-1107	 	*
C04-1128	 	*
P06-2014	 	*
P07-1103	 	*
W07-0730	 	*
C04-1122	 	*
W07-0738	 	*
C04-1121	 	*
C10-2055	 	*
N06-1022	 	*
N06-1026	 	*
N06-1027	 	*
W09-1205	 	*
N07-1011	 	*
C08-1109	 	*
C08-1107	 	*
N07-1015	 	*
W07-0705	 	*
J96-2004	 	*
P01-1010	 	*
W07-0702	 	*
N07-1016	 	*
P01-1008	 	*
P01-1005	 	*
W02-0505	 	*
P01-1009	 	*
W02-0902	 	*
J99-4005	 	*
W07-0718	 	*
N07-1008	 	*
N06-1004	 	*
C94-2114	 	*
J94-2001	 	*
N06-1003	 	*
N06-1001	 	*
J94-2003	 	*
W98-0720	 	*
N09-2066	 	*
J94-2006	 	*
C10-2070	 	*
W01-0521	 	*
N07-1039	 	*
C94-2122	 	*
N07-1037	 	*
W96-0214	 	*
C94-1002	 	*
N07-1030	 	*
W96-0213	 	*
E99-1010	 	*
J00-1004	 	*
W96-0208	 	*
W07-1607	 	*
W07-1604	 	*
J09-3003	 	*
P11-1035	 	*
N07-1023	 	*
W07-1204	 	*
N07-1026	 	*
I05-2023	 	*
N09-2045	 	*
P01-1016	 	*
P01-1019	 	*
W05-0909	 	*
J04-3001	 	*
N07-1051	 	*
C94-1024	 	*
P10-1123	 	*
C94-1027	 	*
A00-1031	 	*
I05-2011	 	*
P01-1044	 	*
C00-2167	 	*
P11-1014	 	*
P11-1013	 	*
C00-2163	 	*
P10-1112	 	*
W09-2816	 	*
W06-1403	 	*
E99-1023	 	*
C88-2121	 	*
P11-1009	 	*
